[INFO] Loaded 1 env vars from local .env files
[INFO] --criteria-file not provided; extracting criteria from each source dataset json
[RUN] baseline=one_shot_prompt judge_model=deepseek-v4-flash results_dir=D:\Github\EvalAgent\technical_evaluation\experiments\march_binary_webharbor72\results\baseline\Deepseek json_pattern=*.json max_files=None request_max_concurrency=2 skip_existing=True
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[INFO] httpx - HTTP Request: POST https://api.openai-proxy.org/v1/chat/completions "HTTP/1.1 200 OK"
[DONE] Baseline batch: full72_deepseek_v4_flash
[DONE] Summary: D:\Github\EvalAgent\technical_evaluation\experiments\march_binary_webharbor72\results\baseline\Deepseek\batch_summary_full72_deepseek_v4_flash.json
[DONE] Requests: success=71, skipped=1, failed=0, total=72
